timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015/2/26 21:42,57,0.030103,1,0,-0.22,-0.11,-0.11
2015/2/26 21:47,43,0.030103,1,0,-0.22,-0.11,-0.11
2015/2/26 21:52,55,0.030103,1,0,-0.22,-0.11,-0.11
2015/2/26 21:57,64,1,1,0,-0.22,-0.11,-0.11
2015/2/26 22:02,93,1,1,0,-0.22,-0.11,-0.11
2015/2/26 22:07,104,1,1,0,-0.22,-0.11,-0.11
2015/2/26 22:12,89,0.030103,1,0,-0.22,-0.11,-0.11
2015/2/26 22:17,87,0.030103,1,0,-0.22,-0.11,-0.11
2015/2/26 22:22,57,0.030103,1,0,-0.22,-0.11,-0.11
2015/2/26 22:27,68,0.030103,1,0,-0.22,-0.11,-0.11
2015/2/26 22:32,64,0.030103,0.575,0,-0.22,-0.11,-0.11
2015/2/26 22:37,61,0.030103,0.875,0,-0.22,-0.11,-0.11
2015/2/26 22:42,73,0.030103,0.3,0,-0.22,-0.11,-0.11
2015/2/26 22:47,79,0.030103,0.825,0,-0.22,-0.11,-0.11
2015/2/26 22:52,80,0.030103,0.25,0,-0.22,-0.11,-0.11
2015/2/26 22:57,76,0.030103,0.725,0,-0.22,-0.11,-0.11
2015/2/26 23:02,49,0.030103,0.175,0,-0.22,-0.11,-0.11
2015/2/26 23:07,59,0.030103,0.675,0,-0.22,-0.11,-0.11
2015/2/26 23:12,55,0.030103,0.075,0,-0.22,-0.11,-0.11
2015/2/26 23:17,48,0.030103,0.625,0,-0.22,-0.11,-0.11
2015/2/26 23:22,41,0.030103,0.075,0,-0.22,-0.11,-0.11
2015/2/26 23:27,49,0.030103,0.125,0,-0.22,-0.11,-0.11
2015/2/26 23:32,63,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/26 23:37,36,1,0.075,0,-0.22,-0.11,-0.11
2015/2/26 23:42,42,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/26 23:47,50,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/26 23:52,35,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/26 23:57,41,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:02,39,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 0:07,48,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:12,31,1,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:17,35,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:22,32,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:27,36,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:32,37,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:37,62,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 0:42,41,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 0:47,51,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 0:52,65,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 0:57,39,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:02,56,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:07,42,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:12,62,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:17,46,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:22,46,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:27,62,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:32,41,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:37,40,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:42,47,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:47,48,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:52,43,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 1:57,41,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:02,55,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:07,90,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:12,79,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:17,57,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:22,43,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:27,39,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:32,57,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:37,56,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:42,102,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 2:47,85,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:52,79,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 2:57,82,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 3:02,60,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 3:07,47,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 3:12,43,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 3:17,49,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 3:22,60,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 3:27,55,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 3:32,63,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 3:37,57,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 3:42,61,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 3:47,59,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 3:52,35,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 3:57,69,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 4:02,48,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 4:07,47,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 4:12,44,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 4:17,47,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 4:22,51,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 4:27,54,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 4:32,41,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 4:37,53,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 4:42,49,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 4:47,23,1,0,0,-0.22,-0.11,-0.11
2015/2/27 4:52,31,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 4:57,38,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:02,57,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:07,56,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:12,70,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:17,57,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:22,64,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:27,79,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:32,65,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:37,70,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:42,51,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:47,43,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:52,60,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 5:57,49,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 6:02,37,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 6:07,54,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 6:12,58,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 6:17,67,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 6:22,72,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 6:27,49,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 6:32,45,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 6:37,48,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 6:42,29,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 6:47,23,0.030103,0.075,0,-0.22,-0.11,-0.11
2015/2/27 6:52,26,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 6:57,28,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 7:02,27,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 7:07,18,1,0.1,0,-0.22,-0.11,-0.11
2015/2/27 7:12,37,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 7:17,35,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 7:22,25,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 7:27,28,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 7:32,27,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 7:37,35,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 7:42,41,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 7:47,34,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 7:52,42,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 7:57,58,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 8:02,59,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 8:07,27,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 8:12,49,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 8:17,52,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 8:22,25,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 8:27,36,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 8:32,31,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 8:37,23,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 8:42,24,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 8:47,10,1,0.05,0,-0.22,-0.11,-0.11
2015/2/27 8:52,27,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 8:57,32,0.030103,0,0,-0.22,-0.11,-0.11
2015/2/27 9:02,17,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 9:07,33,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 9:12,40,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 9:17,25,0.030103,0.05,0,-0.22,-0.11,-0.11
2015/2/27 9:22,16,0.030103,0.025,0,-0.22,-0.11,-0.11
2015/2/27 9:27,24,0.030103,0.075,0,-0.22,-0.11,-0.11
2015/2/27 9:32,37,0.030103,0.025,0,-0.22,-0.11,-0.11
