timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-02 14:30:00,0.102,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 14:40:00,0.098,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 14:50:00,0.2,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-02 15:00:00,29.138,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-02 15:10:00,89.306,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-02 15:20:00,20.24,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 15:30:00,0.102,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 15:40:00,0.066,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 15:50:00,0.1,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 16:00:00,0.098,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 16:10:00,0.066,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 16:20:00,0.102,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 16:30:00,0.1,0.0301029996659,0.9,0,-0.22,-0.11,-0.11
2014-04-02 16:40:00,0.1,0.0301029996659,0.675,0,-0.22,-0.11,-0.11
2014-04-02 16:50:00,0.068,0.0301029996659,0.7,0,-0.22,-0.11,-0.11
2014-04-02 17:00:00,0.102,0.0301029996659,0.425,0,-0.22,-0.11,-0.11
2014-04-02 17:10:00,84.05,0.0301029996659,0.8,0,-0.22,-0.11,-0.11
2014-04-02 17:20:00,68.828,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 17:30:00,0.066,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-02 17:40:00,8.1,0.0301029996659,0.3,0,-0.22,-0.11,-0.11
2014-04-02 17:50:00,0.136,0.0301029996659,0.9,0,-0.22,-0.11,-0.11
