timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-10 00:09:00,56.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:19:00,95.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:29:00,10.0,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:39:00,79.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:49:00,73.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:59:00,9.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:09:00,14.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:19:00,139.0,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:29:00,47.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:39:00,34.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:49:00,6.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:59:00,14.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 02:09:00,91.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 02:19:00,85.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 02:29:00,119.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 02:39:00,69.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 02:49:00,45.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 02:59:00,3.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 03:09:00,4.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 03:19:00,103.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 03:29:00,44.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 03:39:00,4.0,0.0301029996659,0.9,0,-0.22,-0.11,-0.11
2014-04-10 03:49:00,79.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 03:59:00,3.0,0.0301029996659,0.975,0,-0.22,-0.11,-0.11
2014-04-10 04:09:00,33.0,0.0301029996659,0.95,0,-0.22,-0.11,-0.11
2014-04-10 04:19:00,87.0,0.0301029996659,0.875,0,-0.22,-0.11,-0.11
2014-04-10 04:29:00,10.0,0.0301029996659,0.9,0,-0.22,-0.11,-0.11
2014-04-10 04:39:00,24.0,0.0301029996659,0.975,0,-0.22,-0.11,-0.11
2014-04-10 04:49:00,111.0,0.0301029996659,0.775,0,-0.22,-0.11,-0.11
2014-04-10 04:59:00,49.0,0.0301029996659,0.95,0,-0.22,-0.11,-0.11
2014-04-10 05:09:00,79.0,0.0301029996659,0.675,0,-0.22,-0.11,-0.11
2014-04-10 05:19:00,112.0,0.0301029996659,0.975,0,-0.22,-0.11,-0.11
2014-04-10 05:29:00,48.0,0.0301029996659,0.625,0,-0.22,-0.11,-0.11
2014-04-10 05:39:00,91.0,0.0301029996659,0.95,0,-0.22,-0.11,-0.11
2014-04-10 05:49:00,8.0,0.0301029996659,0.675,0,-0.22,-0.11,-0.11
2014-04-10 05:59:00,93.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 06:09:00,24.0,0.0301029996659,0.575,0,-0.22,-0.11,-0.11
2014-04-10 06:19:00,45.0,0.0301029996659,0.975,0,-0.22,-0.11,-0.11
2014-04-10 06:29:00,50.0,0.0301029996659,0.6,0,-0.22,-0.11,-0.11
2014-04-10 06:39:00,75.0,0.0301029996659,0.8,0,-0.22,-0.11,-0.11
2014-04-10 06:49:00,22.0,0.0301029996659,0.725,0,-0.22,-0.11,-0.11
2014-04-10 06:59:00,24.0,0.0301029996659,0.75,0,-0.22,-0.11,-0.11
2014-04-10 07:09:00,57.0,0.0301029996659,0.775,0,-0.22,-0.11,-0.11
2014-04-10 07:19:00,46.0,0.0301029996659,0.85,0,-0.22,-0.11,-0.11
2014-04-10 07:29:00,60.0,0.0301029996659,0.65,0,-0.22,-0.11,-0.11
