timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-10 00:07:00,13.334,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:17:00,13.998,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:27:00,15.002,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:37:00,14.674,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:47:00,13.666,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 00:57:00,15.046,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:07:00,15.0,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:17:00,14.368,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:27:00,15.332,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:37:00,14.336,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 01:47:00,14.332,0.0301029996659,0.875,0,-0.22,-0.11,-0.11
2014-04-10 01:57:00,14.998,0.0301029996659,0.725,0,-0.22,-0.11,-0.11
2014-04-10 02:07:00,13.67,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-10 02:17:00,14.334,0.0301029996659,0.525,0,-0.22,-0.11,-0.11
2014-04-10 02:27:00,15.038,0.0301029996659,0.9,0,-0.22,-0.11,-0.11
2014-04-10 02:37:00,14.334,0.0301029996659,0.425,0,-0.22,-0.11,-0.11
2014-04-10 02:47:00,14.666,0.0301029996659,0.825,0,-0.22,-0.11,-0.11
2014-04-10 02:57:00,14.334,0.0301029996659,0.275,0,-0.22,-0.11,-0.11
2014-04-10 03:07:00,14.0,0.0301029996659,0.775,0,-0.22,-0.11,-0.11
2014-04-10 03:17:00,14.278,0.0301029996659,0.225,0,-0.22,-0.11,-0.11
2014-04-10 03:27:00,14.334,0.0301029996659,0.65,0,-0.22,-0.11,-0.11
2014-04-10 03:37:00,14.694,0.0301029996659,0.2,0,-0.22,-0.11,-0.11
2014-04-10 03:47:00,14.002,0.0301029996659,0.175,0,-0.22,-0.11,-0.11
2014-04-10 03:57:00,13.962,0.0301029996659,0.175,0,-0.22,-0.11,-0.11
2014-04-10 04:07:00,14.002,0.0301029996659,0.175,0,-0.22,-0.11,-0.11
2014-04-10 04:17:00,13.332,0.0301029996659,0.175,0,-0.22,-0.11,-0.11
2014-04-10 04:27:00,13.708,0.0301029996659,0.175,0,-0.22,-0.11,-0.11
2014-04-10 04:37:00,13.664,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-10 04:47:00,13.958,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-10 04:57:00,14.306,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-10 05:07:00,13.618,0.0301029996659,0.2,0,-0.22,-0.11,-0.11
2014-04-10 05:17:00,14.0,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-10 05:27:00,13.334,0.0301029996659,0.175,0,-0.22,-0.11,-0.11
2014-04-10 05:37:00,14.0,0.0301029996659,0.175,0,-0.22,-0.11,-0.11
2014-04-10 05:47:00,13.666,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
