timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:05:00,20.500833287,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 00:15:00,21.4902660734,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 00:25:00,19.9231256718,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-01 00:35:00,20.8787583842,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 00:45:00,18.7108178448,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-01 00:55:00,21.3434052847,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 01:05:00,20.2178209115,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 01:15:00,19.7564630971,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 01:25:00,18.4339250303,1.0,1.0,0,-0.22,-0.11,-0.11
2014-04-01 01:35:00,21.0006192952,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 01:45:00,19.265288228,0.0301029996659,0.95,0,-0.22,-0.11,-0.11
2014-04-01 01:55:00,19.6373718553,0.0301029996659,0.825,0,-0.22,-0.11,-0.11
2014-04-01 02:05:00,20.5348389737,0.0301029996659,1.0,0,-0.22,-0.11,-0.11
2014-04-01 02:15:00,20.4531455753,0.0301029996659,0.6,0,-0.22,-0.11,-0.11
2014-04-01 02:25:00,18.1051390894,1.0,0.975,0,-0.22,-0.11,-0.11
2014-04-01 02:35:00,21.0342209139,0.0301029996659,0.325,0,-0.22,-0.11,-0.11
2014-04-01 02:45:00,20.6059043517,0.0301029996659,0.75,0,-0.22,-0.11,-0.11
2014-04-01 02:55:00,21.9674981787,1.0,0.525,0,-0.22,-0.11,-0.11
2014-04-01 03:05:00,19.9641792871,0.0301029996659,0.625,0,-0.22,-0.11,-0.11
2014-04-01 03:15:00,18.6391422485,0.0301029996659,0.225,0,-0.22,-0.11,-0.11
2014-04-01 03:25:00,18.622160366,0.0301029996659,0.6,0,-0.22,-0.11,-0.11
2014-04-01 03:35:00,21.7871591069,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-01 03:45:00,20.5589908482,0.0301029996659,0.325,0,-0.22,-0.11,-0.11
2014-04-01 03:55:00,21.2623479221,0.0301029996659,0.225,0,-0.22,-0.11,-0.11
2014-04-01 04:05:00,18.001009818,0.0301029996659,0.25,0,-0.22,-0.11,-0.11
2014-04-01 04:15:00,20.9873924852,0.0301029996659,0.2,0,-0.22,-0.11,-0.11
2014-04-01 04:25:00,21.6116758929,0.0301029996659,0.1,0,-0.22,-0.11,-0.11
2014-04-01 04:35:00,20.0956467068,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 04:45:00,21.9860882877,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 04:55:00,19.2984689692,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 05:05:00,21.5834677566,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 05:15:00,18.4225713955,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 05:25:00,20.9238468326,0.0301029996659,0.1,0,-0.22,-0.11,-0.11
2014-04-01 05:35:00,18.1926031567,0.0301029996659,0.1,0,-0.22,-0.11,-0.11
2014-04-01 05:45:00,20.7943931469,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 05:55:00,20.6665898628,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 06:05:00,19.4973482518,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 06:15:00,18.6516644191,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-01 06:25:00,18.1733824797,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 06:35:00,19.5196381793,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 06:45:00,20.6125226812,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-01 06:55:00,20.6084559145,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-01 07:05:00,18.7210861441,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-01 07:15:00,20.5654672769,0.0301029996659,0.15,0,-0.22,-0.11,-0.11
2014-04-01 07:25:00,19.6119990362,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 07:35:00,20.7359213302,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 07:45:00,18.8605209057,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 07:55:00,20.4070577684,0.0301029996659,0.125,0,-0.22,-0.11,-0.11
2014-04-01 08:05:00,18.8047365687,0.0301029996659,0.1,0,-0.22,-0.11,-0.11
2014-04-01 08:15:00,19.3847412309,0.0301029996659,0.075,0,-0.22,-0.11,-0.11
