Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
numentaTM,standard,realTweets/Twitter_volume_PFE.csv,0.513142269103,2.65199177959,9,13509,11,1579,15108
numentaTM,standard,realTraffic/occupancy_6005.csv,0.513142269103,0.861272490375,2,1784,0,237,2023
numentaTM,standard,realKnownCause/ec2_request_latency_system_failure.csv,0.513142269103,2.27896500552,9,3078,4,337,3428
numentaTM,standard,realTraffic/TravelTime_451.csv,0.513142269103,-1.0,0,1621,0,217,1838
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.513142269103,0.874124955999,3,3025,0,400,3428
numentaTM,standard,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.513142269103,1.71956648491,3,3026,0,399,3428
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.513142269103,0.734848586745,2,3023,0,403,3428
numentaTM,standard,artificialNoAnomaly/art_daily_small_noise.csv,0.513142269103,-0.11,0,3427,1,0,3428
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.513142269103,-1.32,0,3416,12,0,3428
numentaTM,standard,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.513142269103,-2.11,0,930,1,126,1057
numentaTM,standard,realTraffic/TravelTime_387.csv,0.513142269103,0.413534458934,2,1874,2,247,2125
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.513142269103,-1.31470086188,0,3021,4,403,3428
numentaTM,standard,realTweets/Twitter_volume_AMZN.csv,0.513142269103,2.26693499436,12,13488,13,1568,15081
numentaTM,standard,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.513142269103,-0.793353675221,22,15785,16,1477,17300
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.513142269103,0.619566484907,4,3016,10,398,3428
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.513142269103,0.846537840284,7,3084,1,336,3428
numentaTM,standard,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.513142269103,-0.248449197924,2,3025,1,400,3428
numentaTM,standard,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.513142269103,0.0,0,3428,0,0,3428
numentaTM,standard,realTraffic/speed_6005.csv,0.513142269103,0.512622001756,3,1883,3,236,2125
numentaTM,standard,realTweets/Twitter_volume_FB.csv,0.513142269103,0.340010813593,4,13488,13,1578,15083
numentaTM,standard,realTweets/Twitter_volume_UPS.csv,0.513142269103,2.96971701014,19,13518,13,1566,15116
numentaTM,standard,realKnownCause/nyc_taxi.csv,0.513142269103,2.39154682698,6,8534,1,1029,9570
numentaTM,standard,realTraffic/speed_7578.csv,0.513142269103,3.15376344558,5,839,3,111,958
numentaTM,standard,realTweets/Twitter_volume_CVS.csv,0.513142269103,1.74758193899,8,13568,9,1518,15103
numentaTM,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,0.513142269103,1.28256984665,6,3543,4,468,4021
numentaTM,standard,artificialWithAnomaly/art_daily_jumpsup.csv,0.513142269103,0.75067182427,6,3024,1,397,3428
numentaTM,standard,artificialNoAnomaly/art_flatline.csv,0.513142269103,0.0,0,3428,0,0,3428
numentaTM,standard,artificialWithAnomaly/art_daily_jumpsdown.csv,0.513142269103,0.739810214055,1,3024,1,402,3428
numentaTM,standard,realKnownCause/ambient_temperature_system_failure.csv,0.513142269103,0.895265715235,2,5783,8,724,6517
numentaTM,standard,realTweets/Twitter_volume_CRM.csv,0.513142269103,2.47312300705,9,13557,2,1584,15152
numentaTM,standard,realAdExchange/exchange-2_cpc_results.csv,0.513142269103,-1.0,0,1218,0,163,1381
numentaTM,standard,realTweets/Twitter_volume_GOOG.csv,0.513142269103,-0.200759381091,5,13650,10,1427,15092
numentaTM,standard,realKnownCause/rogue_agent_key_hold.csv,0.513142269103,-1.0826061809,1,1406,4,189,1600
numentaTM,standard,realTweets/Twitter_volume_IBM.csv,0.513142269103,-1.10276024835,9,13526,27,1581,15143
numentaTM,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.513142269103,0.450364385329,3,3544,4,470,4021
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.513142269103,1.72310160415,4,3026,0,398,3428
numentaTM,standard,realAdExchange/exchange-4_cpm_results.csv,0.513142269103,1.37114884859,7,1230,3,157,1397
numentaTM,standard,realKnownCause/rogue_agent_key_updown.csv,0.513142269103,-0.135392983178,2,4025,10,528,4565
numentaTM,standard,realAdExchange/exchange-3_cpc_results.csv,0.513142269103,2.55436755666,3,1155,0,150,1308
numentaTM,standard,realTraffic/speed_t4013.csv,0.513142269103,1.43244038715,9,1866,5,241,2121
numentaTM,standard,realTraffic/occupancy_t4013.csv,0.513142269103,1.5160251845,4,1873,2,246,2125
numentaTM,standard,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.513142269103,1.34287390492,4,3023,3,398,3428
numentaTM,standard,artificialNoAnomaly/art_daily_no_noise.csv,0.513142269103,0.0,0,3428,0,0,3428
numentaTM,standard,realAdExchange/exchange-4_cpc_results.csv,0.513142269103,0.182541157979,4,1227,5,161,1397
numentaTM,standard,realAWSCloudwatch/ec2_network_in_257a54.csv,0.513142269103,0.86067182427,3,3025,0,400,3428
numentaTM,standard,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.513142269103,0.260772052812,8,3017,6,397,3428
numentaTM,standard,artificialNoAnomaly/art_noisy.csv,0.513142269103,0.0,0,3428,0,0,3428
numentaTM,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,0.513142269103,1.45315114354,4,3023,3,398,3428
numentaTM,standard,artificialWithAnomaly/art_increase_spike_density.csv,0.513142269103,0.0102568734532,3,3016,9,400,3428
numentaTM,standard,realKnownCause/machine_temperature_system_failure.csv,0.513142269103,-0.733205631188,4,19662,15,2264,21945
numentaTM,standard,realAWSCloudwatch/grok_asg_anomaly.csv,0.513142269103,-0.155861928587,2,3455,8,463,3928
numentaTM,standard,artificialWithAnomaly/art_daily_flatmiddle.csv,0.513142269103,0.802889323906,1,3024,1,402,3428
numentaTM,standard,realTweets/Twitter_volume_KO.csv,0.513142269103,1.81232336653,7,13506,8,1580,15101
numentaTM,standard,artificialWithAnomaly/art_daily_nojump.csv,0.513142269103,-1.0,0,3025,0,403,3428
numentaTM,standard,artificialWithAnomaly/art_load_balancer_spikes.csv,0.513142269103,0.457797633038,7,3021,4,396,3428
numentaTM,standard,realAdExchange/exchange-2_cpm_results.csv,0.513142269103,1.61824330604,3,1218,1,159,1381
numentaTM,standard,realAdExchange/exchange-3_cpm_results.csv,0.513142269103,0.642248042048,1,1153,2,152,1308
numentaTM,standard,realTweets/Twitter_volume_AAPL.csv,0.513142269103,2.71443629094,12,13555,9,1576,15152
Totals,,,,39.4225885234,256,299074,273,33239,332842
